volt_V1,volt_V2,volt_V3,current_A1,current_A2,current_A3,power_kW,power_factor,motor_temp_C
402.4,401.7,399.86,21.93,23.9,22.45,14.37,0.91,61.88
404.32,397.02,398.82,24.7,24,22.76,13.95,0.897,65.12
403.44,402.68,398.72,23.17,21.59,22.09,13.43,0.889,62.86
397.72,396.76,401.7,22.36,23.63,23.32,12.85,0.898,64.29
401.59,399.9,401.44,24.43,25.05,24.01,13.03,0.901,63.62
402.33,394.13,403.09,23.18,21.63,23.69,14.47,0.902,64.75
397.16,396.82,391.87,22.36,23.27,23.11,14.22,0.906,62.84
397.71,404.11,401.46,21.53,22.47,23.83,14.68,0.882,62.8
394.72,399.37,397.46,22.07,23.05,22.83,12.75,0.902,62.31
395.44,401.65,401.71,22.68,23.2,25.43,14.86,0.907,64.55
399.44,401.66,401.88,23.46,22.06,23.4,14.29,0.886,61.32
400.4,397.15,397.31,23.45,24.72,24.24,14.06,0.901,64.52
395.86,400.33,399.17,23.94,22.87,23.34,13.68,0.904,61.11
401.66,396.85,402.11,22.02,22.99,24.76,13.22,0.915,63.35
401.91,399.8,400.33,22.18,23.03,24.08,13.11,0.876,62.45
400.92,402.79,390.95,21.97,22.46,23.71,15.1,0.893,65.06
400.53,402.95,399.93,22.7,23.54,21.11,14.25,0.889,63.44
401.29,400.93,404.1,22.57,23.16,24.95,14.65,0.89,62.6
403.63,401.37,402.56,22.22,22.35,24.44,13.06,0.905,62.43
402.43,395.34,402.73,24.94,21.3,22.73,12.97,0.914,63.15
399.39,404.43,392.98,22.11,22.74,23.43,12.53,0.916,61.4
404.4,396.82,398.01,23.64,20.84,24.12,13.84,0.898,63.47
399.73,399.34,400.42,23.66,22.46,22.72,13.28,0.903,63.46
399.43,400.71,404.68,21.94,23.54,21.1,13.47,0.902,62.75
392.71,403.83,401.22,23.01,23.08,23.17,14.51,0.911,63.01
397.79,399.79,404.95,23.03,22.22,24.37,13.33,0.91,62.91
394.6,402.8,399.96,20.69,22.39,23.36,14.37,0.912,62.59
400.17,398.14,399.91,23.14,21.8,23.96,13.32,0.907,62.35
399.63,400.69,397.75,20.61,24.63,24.16,15.15,0.892,61.34
398.82,397.44,399.74,21.23,22.1,25.24,14.24,0.887,61.47
398.09,396.79,399.2,21.08,24.91,22.39,14.69,0.889,63.46
394.67,401.03,404.65,23.06,22.57,23.07,14.79,0.9,63.51
402.9,404.55,406.15,21.1,22.9,24.29,13.98,0.903,64.3
400.89,401.21,404.11,21.82,23.24,22.75,15.28,0.895,63.98
401.86,399.41,394.6,24.41,24.56,23.96,14.43,0.865,63.3
405.84,398.22,399.62,25.42,23.92,22.67,15.56,0.906,62.46
398.14,397.77,398.88,20.91,23.6,22.21,14.22,0.898,63.28
393.68,396.98,397.38,22.33,24.31,23.98,11.98,0.889,62.96
402.74,404.91,395.44,23.39,23.97,21.85,13.24,0.891,62.61
400.28,402.23,397.62,23.86,21.8,24.66,12.82,0.888,62.62
400.37,397.71,398.3,22.73,21.8,26.11,16.09,0.881,62.46
402.9,398.7,401.74,21.43,21.91,24.05,13.05,0.895,62.43
400.48,403.44,400.26,20.45,23.71,22.67,14.69,0.908,62.36
402.27,404.68,405.86,23.94,22.15,23.21,14.17,0.886,61.38
396.57,403.04,401.74,20.62,23.76,23.47,14.64,0.894,63.83
404.51,403.18,404.42,25.56,25.51,22.39,15.58,0.896,62.4
398.82,392.61,400.33,23.26,18.89,24.03,14.79,0.899,64.41
399.02,397.03,399.54,22.33,23.02,21.43,12.91,0.913,63.8
399.69,398.35,397.47,23.82,22.25,23.58,14.69,0.915,63.72
398.12,401.26,395.72,24.4,22.63,23.03,14.43,0.897,63.2
397.49,398.68,401.89,24.64,21.09,21.42,14.01,0.913,61.94
402.65,398.77,394.09,21.06,25.39,23.31,14.67,0.924,61.88
408.52,402.59,401.91,21.49,22.41,21.84,14.73,0.91,61.61
401.66,394.65,401.98,21.5,23.13,23.6,13.26,0.898,62.57
400.1,402.93,399.01,23,21.58,23.85,14.33,0.922,62.28
401.19,396.64,402.54,23.06,23.68,22.66,14.11,0.871,63.05
397.87,403.05,399.02,22.95,24.39,23.67,13.89,0.893,61.93
396.55,399.16,404.41,23.84,23.14,23.84,13.62,0.882,60.99
397.99,398.64,397.87,21.9,21.59,23.24,14.31,0.919,62.4
401.25,398.99,399.3,23.82,22.72,21.2,13.42,0.903,62.85
401.34,403.1,401.23,23.71,22.06,23.36,13.84,0.923,62.16
400.55,400.67,400.24,22.54,21.92,23.48,12.79,0.918,62.76
396.24,401.05,402.91,22.71,22.58,21.43,13.84,0.917,63.89
394.53,398.4,401.55,21.96,22.85,25.91,12.84,0.875,63.41
399.77,396.17,399.9,22.53,21.51,22.8,14.42,0.853,62.4
401.93,400.71,402.46,21.14,23.05,27.07,14.36,0.929,61.78
396.74,394.89,401.35,24.3,22.23,22.62,13.85,0.905,63.68
400.05,397.58,404.14,23.48,24.32,23.14,14.9,0.909,63.46
397.82,396.2,395.74,24.35,23.17,22.31,14.02,0.903,64.09
399.7,396.08,394.05,23.8,23.65,24.28,13.5,0.921,63.49
397.83,400.77,399.25,21.75,23.06,24.72,13.57,0.909,63.27
401.41,403.18,400.21,25.74,20.9,24.72,14.39,0.901,62.06
399.42,402.65,401.12,24.05,22.75,24.46,14.1,0.875,62.97
401.28,395.47,398.69,19.27,21.83,25.2,15.15,0.915,63.06
402.09,397.34,397.3,21.25,22.92,23.25,13.41,0.898,62.92
398.22,403.97,404.48,22.53,22.69,22.25,13.45,0.936,60.83
400.78,402.02,397.33,24.24,22.01,22.83,14.26,0.91,62.81
400.29,404.73,397.55,21.1,23.88,24.27,12.61,0.884,63.88
403.13,400.1,401.92,22.39,23.82,23.45,13.78,0.899,62.44
398.2,396.85,397.88,22.02,23.38,23.37,13.43,0.88,61.37
401.36,402.14,399.89,23.89,23.48,23.82,15.68,0.894,63.83
396.67,398.29,399.9,23.51,22,21.82,14.17,0.912,62.23
399.34,401.08,402.03,23.16,21.52,23.87,12.87,0.892,61.55
398.14,394.82,404.71,24.31,24.36,21.92,13.77,0.889,62.32
398.79,398.81,400.51,22.18,21.62,23.33,13.16,0.88,61.67
406.97,399.31,404.25,23.16,21.63,22.68,13.97,0.876,64.11
398.9,402.04,394.35,22.97,23.18,21.25,13.22,0.888,63.3
399.75,394.89,395.39,24.3,22.83,23.18,13.88,0.896,61.9
399.42,401.47,402.38,24.15,24,24.28,14.43,0.895,63.46
399.79,396.28,394.23,23.07,22.51,22.85,13.64,0.911,62.79
398.59,395.38,400.4,22.57,23.64,22.37,12.24,0.886,62.48
401.07,390.75,402.67,23.67,22.23,21,12.54,0.895,64.57
399.89,398.75,404.69,22.98,22.47,23.85,15.25,0.912,63.43
398.33,395.89,396.44,23.66,21.17,26.59,14.96,0.879,61.28
400.09,399.27,401.58,22.8,24.37,22.82,13.92,0.889,63.62
393.39,400.44,399.17,22.32,22.58,23.87,13.87,0.904,64.26
396.36,401.22,401.6,23.3,22.5,23.29,13.1,0.873,62.97
396.95,398.18,402.98,22.18,22.53,23.18,13.31,0.887,63.18
397.76,400.79,397.14,23.71,23.69,22.54,14.78,0.892,61.33
401.17,398.66,400.74,23.86,23.68,20.92,12.58,0.883,61.39
399.29,400.37,400.38,22.51,21.96,22.74,12.62,0.924,62.73
395.87,397.08,399.1,22.53,23.77,25.47,14.51,0.906,62
398.86,402.75,398.74,24.37,22.9,22.1,13.11,0.911,64.31
399.17,396.45,401.48,20.81,25.11,23.21,14.61,0.92,64.36
398.82,398.4,402.17,21.59,23.89,21.54,13.76,0.887,63.65
401.25,404.26,398.75,22.39,23.14,25.9,12.93,0.913,63.4
391.28,397.17,401.77,22.42,19.78,22.77,13.9,0.877,61.32
400.58,401.55,398.11,24.07,24.26,21.92,14.71,0.883,63.41
397.43,401.57,392.17,23.51,24.76,23.15,13.95,0.897,62.62
392.82,394.29,400.09,21.76,22.16,22.73,14.04,0.887,61.8
399.07,397.61,401.74,23.37,24.4,21.82,14.49,0.915,62.81
395.42,399.09,399.97,24.09,22.94,22.24,13.71,0.889,64.11
402.37,399.99,403.27,24.36,23.72,21.86,14.16,0.888,65.45
402.56,401.15,396.17,22.95,22.15,22.96,14.42,0.894,62.64
395.8,398.98,403.12,22.98,22,20.95,15.28,0.888,63.64
402.77,400.64,397.46,23.3,23.95,23,14.11,0.905,64.02
399.78,400.57,395.63,23.27,24.16,21.86,14.82,0.896,64.51
393.95,403.72,402.01,23.86,24.02,23.79,13.94,0.88,61.88
397.76,404.83,393.03,22.34,22.63,25.45,13.95,0.911,64.35
398.51,403.85,393.53,24.07,26.27,23.97,14.3,0.892,63.85
399.21,399,402.34,23.03,24.72,21.34,13.59,0.884,61.62
399.03,397.71,399.37,24.39,23.13,21.05,12.24,0.905,63.93
398.51,399.6,397.3,22.92,24.17,21.86,14.49,0.91,62.8
402.33,404.46,400.78,22.8,23.53,23.11,15.85,0.92,62.12
393.92,399.59,396.25,23.09,23.07,21.43,13.77,0.883,63.99
403.31,405.87,400.04,22.01,21.52,22.48,12.09,0.888,62.39
394.2,404.6,398.76,21.51,22.29,24.46,15.5,0.932,62.29
402.93,391.78,399.81,23.29,21.98,22.88,13.9,0.917,63.33
403.46,400.13,402.83,22.45,22.76,24.43,13.66,0.905,61.7
399.99,398.66,407.44,23.12,22.78,22.89,14.61,0.883,62.91
400.49,397.31,399.16,23.85,21.4,23.52,14.14,0.913,62.32
396.76,402.7,399.39,23.08,23.63,22.37,13.26,0.9,61.87
402.95,397.65,400.92,20.73,23.59,24.04,14.79,0.867,64.05
403.34,404.81,399.03,23.07,23.04,23.33,14.26,0.905,63.58
400.6,399.14,400.65,21.53,24.62,25.46,13.44,0.898,63.83
401.31,399.97,400.08,24.79,24.27,23.88,13.22,0.906,63.85
402.69,392.03,401.06,22.57,23.27,22.41,15.39,0.873,64.43
399.6,393.62,399.37,23.75,23.27,23.41,12.69,0.901,63.18
403.15,398.54,401.4,23.33,22.28,24.1,13.86,0.913,62.8
393.78,392.98,401.72,25.23,23.1,20.76,13.88,0.941,62.31
403.17,398.84,400.16,23.76,25.08,23.34,12.45,0.893,61.44
400.64,401.93,402.05,22.44,21.85,23.48,13.57,0.912,62.61
408.27,400.39,396.51,23.63,22.56,21.52,15.36,0.902,62.34
399.12,395.43,398.21,23.42,23.19,23.04,14.08,0.918,62.05
397.12,400.17,406.23,21.89,20.37,22.98,14.66,0.891,63.77
397.33,400.38,397.55,22.59,23,21.62,13.16,0.879,61.05
395.6,401.29,396.84,22.6,22.33,22.56,14.16,0.906,62.8
402.04,401.42,395.92,25.98,25.32,23.61,14.65,0.874,61.51
396.29,395.28,398.07,23.62,23.07,23.67,14.37,0.901,63.23
400.32,399.81,394.35,23.98,21.5,21.13,13.27,0.889,62.05
400.07,400.83,397.69,22.77,24.01,21.55,12.49,0.89,61.6
401.58,404.16,404.68,23.35,24.36,25.31,14.75,0.867,64.77
399.9,404.42,398.54,23.41,23.54,26.17,13.33,0.901,62.86
396.66,395.75,400.33,22,20.89,23.6,12.47,0.893,62.4
399.99,401.86,395.72,22.53,22.74,21.43,14.61,0.894,61.93
399.6,403.62,403.52,23.95,21.69,22.71,13.99,0.882,62.51
398,398.94,403.89,22.66,23.29,22.55,13.45,0.929,63.98
400.95,398.45,398.24,22.79,22.65,23.19,14.59,0.878,62.92
403.59,396.07,405.4,22.69,23.95,21.96,13.81,0.909,63.86
399.59,402.54,396.35,22.38,21.66,23.3,14.3,0.901,63.1
398.29,397.35,403.91,22.61,21.44,24.57,14.17,0.889,62.59
394.5,404.39,403.45,23.18,24.19,23.99,15.64,0.89,62.7
399.95,395.72,398.64,22.8,25.57,21.93,13.92,0.916,62.41
402.23,400.54,397.78,22.65,24.8,23.51,13.84,0.941,62.75
401.95,392.48,397.52,24.35,21.95,24.64,13.19,0.903,63.99
398.53,405.53,405.93,22.41,21.41,21.57,13.46,0.893,63.19
405.94,394.89,397.56,22.33,21.75,22.51,13.68,0.9,62.65
397.96,403.73,399.43,23.78,25.07,25.69,12.79,0.907,64.17
400.97,399.81,397.3,22.7,24.35,23.62,14.66,0.912,63.09
401.39,395.95,403.44,24.11,24.15,23.94,13.86,0.905,61.86
396.82,395.34,401.17,21.58,23.76,24.77,13.48,0.896,62.67
400.95,402.93,400.11,22.31,23.87,23.34,12.66,0.891,63.9
403.15,396.63,403.51,21.07,22.8,22.12,14.75,0.908,63.59
399.06,402.94,401.98,22.86,22.28,23.61,13.78,0.926,63.49
401.16,401.28,399.58,22.49,23.05,21.6,14.19,0.917,63.44
395.92,405.04,393.98,24.77,22.25,23.72,13.14,0.89,65.41
397.66,403.18,402.61,23.45,22.29,23.86,14.03,0.9,64.3
402.16,399.35,405.14,25.63,23.69,23.16,12.93,0.904,62.71
398.55,395.54,399.2,22.17,22.37,20.42,14.49,0.905,59.82
395.85,402.19,400.18,21.76,22.85,22.12,13.65,0.899,60.95
400.51,398.5,398.86,22.08,25.88,22.72,13.72,0.89,63.41
399.93,402.86,401.81,22.09,20.66,24.66,14.56,0.902,62.65
401.31,397.03,396.95,19.16,21.02,24.19,15.3,0.873,63.32
402.99,397.43,395.49,21.08,23.69,23,14.34,0.923,61.75
398.37,403.14,402.43,21,21.66,22.09,14.3,0.9,63.3
396,402.17,399.28,22.47,24.51,22.38,14.77,0.931,63.99
400.19,399.2,400.1,23.83,22.15,21.76,13.74,0.909,63.8
401.34,401.44,402.99,21.63,21.67,23.63,13.75,0.867,63.41
400.56,399.31,400.08,21.54,20.92,23.44,13.66,0.938,63.05
402.2,400.22,400.25,23.68,22.26,22.22,14.51,0.881,62.88
400.1,397.94,402.85,23.48,22.6,21.76,13.51,0.917,64.44
400.88,407.92,395,22.39,20.36,23.6,14.57,0.869,62.17
401.58,396.1,400.03,24.99,21.91,23.87,14.09,0.869,62.62
400.76,401.82,396.48,22.99,21.64,22.68,14.96,0.926,63.04
402.69,402.57,397.65,21.35,21.47,24.4,15.29,0.926,64.03
403.57,399.76,398.08,24.73,25.12,22.77,13.21,0.911,62.03
399.26,397.24,402.07,23.33,22.35,23.17,12.64,0.89,62.24
403.35,395.78,398.47,24.24,23.74,23.64,14.75,0.92,63.65
396.89,399.46,403.94,21.84,22.38,23.14,13.89,0.886,63.67
401.84,401.69,400.84,23.23,21.51,23.43,13.46,0.902,63.66
402.76,404.14,394.84,22.89,23.85,22.72,13.4,0.923,62.79
400.88,396.83,396.44,24.12,23.34,23.18,13.16,0.905,63.59
404.43,398.05,399.32,22.78,23.3,24.15,13.34,0.885,62.03
398.65,401.28,401.49,23.12,23.8,22.58,14.02,0.92,64.01
397.53,403.67,403.36,24.19,22.42,25.73,13.69,0.909,61.23
395.18,397.21,403.24,21.75,23.37,22.27,13.76,0.912,63.32
397.34,398.98,395.07,21.91,24.23,22.88,13.61,0.901,62.69
402.73,397.44,400.12,22.3,22.69,23.82,13.59,0.874,64.3
399.95,402.73,400.12,19.71,23.46,22.97,14.44,0.875,64.78
402.9,394.44,402.37,24.32,20.84,21.42,14.31,0.935,61.85
398.85,396.6,396.26,22.5,22.08,22.29,14.52,0.894,62.4
399.81,402.24,404.24,22.86,21.64,23.35,14.11,0.927,63.54
401.84,399.11,393.64,22.5,22,21.98,14.23,0.907,60.14
398.63,396.8,398.07,21.81,25.1,20.39,13.58,0.901,63.7
403.62,404.71,399.43,23.94,22.11,23.75,13.37,0.896,61.39
399.05,397.55,396.19,21.92,22.02,24.87,13.42,0.895,63.41
402.23,407.05,399.38,21.91,24.16,22.94,14.1,0.916,62.34
405.22,397.76,400.53,22.95,21.39,22.43,13.26,0.915,61.89
397.27,399.27,399.54,23.82,23.64,24.97,14.66,0.891,62.64
400.77,397.43,402.39,25.21,22.45,23.52,13.61,0.903,63.18
398.24,406.14,401.37,20.97,22.49,23.15,13.1,0.878,60.7
406.27,405.14,397.57,23.8,23.75,22.7,14.03,0.89,63.05
403.03,402.07,403.03,26.67,21.75,19.51,14.65,0.919,62.95
401.55,394.38,405.67,25.47,24.69,22.29,13.51,0.908,62.77
400.82,398.45,401.17,21.69,22.38,23.2,15.07,0.904,62.7
395.74,403.06,397.76,21.45,24.36,23.25,13.31,0.918,62.69
401.43,400.34,401.97,23.38,22.5,21.94,14.58,0.889,62.54
403.36,399.25,397.54,25.19,25.37,24.88,12.84,0.902,63.83
403.69,398.18,400.53,22.27,22.94,23.58,15.03,0.897,62.35
400.73,402.28,400.35,23.38,21.96,21.16,14.23,0.907,64.49
401.42,400.96,396.46,22.13,23.32,24,14.7,0.903,62.68
404.86,398.09,397.26,21.98,22.25,21.29,14.74,0.877,62.62
399.09,401.45,402.35,22.42,21.85,25.79,13.68,0.885,63.31
398.04,400.09,398.17,22.75,20.86,24.08,13.3,0.911,61.73
402.75,402.06,396.27,23.88,23.17,24.2,14.29,0.902,62.58
402.78,401.15,404.09,23.36,20.95,24.14,14.36,0.88,62.53
396.87,395.42,403.44,22.4,24.07,22.34,14.18,0.889,64.37
400.46,399.93,397.13,22.43,22.61,23.96,15.29,0.904,61.75
400.53,401.07,402.53,23.87,21.68,23.31,14.48,0.882,62.5
403.08,397.2,398.02,23.61,21.84,23.13,13.14,0.924,63.73
393.66,389.64,403.46,22.7,23.17,23.93,13.47,0.907,62.12
403.45,398.37,405.69,23.76,21.77,23.03,15.64,0.912,63.6
394.73,404.81,397.94,24.22,23.44,24.18,13.22,0.907,63.29
397.46,400.69,399.67,24.06,23.66,24.11,13.64,0.881,63.22
394.09,400.5,398.87,23.32,22.6,23.15,14.48,0.907,63.29
396.42,396.18,402.65,22.57,23.18,22.82,12.63,0.886,62.89
400.6,401.62,403.43,22.84,23.98,21.39,15.49,0.877,60.32
391.55,396.99,401.94,23.05,24.41,23.44,15.1,0.899,64.25
399.35,399.64,399.08,23.3,21.46,22.83,15.01,0.904,63.62
399.65,400.07,394.95,21.8,24.39,24.45,14.31,0.904,63.45
400.43,395.81,402.86,23.33,22.07,22.25,13.37,0.889,63.47
406.29,400.06,399.11,22.83,21.66,22.75,13.77,0.886,63.18
402.63,400.71,402.31,24.91,21.35,21.52,14.4,0.889,63.27
400.55,407.42,397.75,22.36,22.97,24.33,13.3,0.869,63.47
401.71,402.24,395.85,24.83,24.23,23.17,13.91,0.893,63.74
397.16,400.4,399.49,22.7,24.13,23.46,13.64,0.91,63.89
401.67,392.17,402.87,23.43,22.77,21.4,13.19,0.889,62.49
397.66,405.18,394.07,25.05,21.97,22.99,14.35,0.901,62.12
397.99,401.74,400.52,20.84,22.66,24.2,12.98,0.9,63.32
400.21,399.25,401.68,22.58,22.1,22.09,13.75,0.898,62.59
398.34,400.98,393.86,21.8,21.8,25.05,15.04,0.876,61.73
400.26,404.47,399.48,24.32,22.07,23.57,13.56,0.894,63.89
399.06,398.92,398.37,21.4,21.12,24.14,14.68,0.903,62.1
398.4,399.11,397.51,23.3,22.07,24.41,14.63,0.889,61.6
402.21,398.69,401.84,22.43,23.32,24.09,13.82,0.894,63.01
407.43,398.71,404.83,23.82,22.24,23.35,14.29,0.884,64.27
400.84,399.61,402.79,23.21,24.96,26.09,14.41,0.894,61.58
402.57,399.95,401.87,23.49,23.42,22.26,14.46,0.94,62.76
397.37,396.48,398.41,21.57,23.62,23.91,15.02,0.893,61.86
405.95,395.83,398.27,22.78,22.19,22.41,14.73,0.897,62.5
400.22,397.75,399.92,19.86,23.03,23.14,13.47,0.872,61.71
403.59,399.86,400.03,23.25,23.38,21.5,13.87,0.92,62.43
403.41,401.29,398.84,25.95,24.05,21.46,13.26,0.912,65.05
397.67,402.76,403.43,19.51,23.39,22.22,14.05,0.9,64.37
399.01,398.22,403.59,24.82,23.21,23.51,15.29,0.909,64.36
399.13,397.17,403.11,22.56,23.19,22.66,14.98,0.899,63.75
400.76,406.34,400.51,22.9,22.35,24.59,15.86,0.895,62.1
397.95,397.89,396.19,21.92,22.41,22.87,13,0.908,63.59
402.79,401,398.91,21.78,22.27,22.46,14.65,0.876,63.67
396.61,397.57,396.45,21.92,21.11,25.1,12.58,0.88,63.39
407.99,397.42,402.36,22.47,25.29,22.63,13.32,0.892,61.77
397.48,402.45,406.12,22.68,24.08,23.07,14.54,0.899,64.78
402.11,399.61,399.37,22.31,21.57,23.52,15.2,0.896,61.76
402.31,405.02,395.61,22.31,24.25,23.11,14.09,0.902,62.65
398.33,399.38,396.7,23.3,21.97,21.32,15.04,0.891,64.33
403.71,402.44,401.5,24.79,21.88,23.91,14.81,0.91,63.99
406.48,401.7,400.36,23.42,22.41,23.17,12.61,0.896,64.87
405.84,397.74,403.31,23.93,23.24,22.15,13.98,0.89,63.83
396.32,400.2,396.04,21.37,22.87,24.62,15.83,0.929,64.95
401.4,403,400.44,24.83,22.65,24.01,14.69,0.908,63.15
398.36,395.6,402.71,23.07,21.33,21.93,14.45,0.911,63.58
402.12,398.13,403,22.71,22.51,23.12,13.52,0.941,61.6
394.75,394.98,401.03,24.36,24.26,23.01,15.12,0.895,64.13
401.06,404.58,396.29,23.17,21,22.64,14.27,0.905,63
405.61,396.76,399.84,19.8,24.72,23.69,14.65,0.886,63.55
398.12,401.23,402.68,22.61,22.34,23.77,13.84,0.913,63.08
397.83,399.65,399.32,25.77,23.9,25.69,15.23,0.888,64.48
396.2,400.41,397.02,24.12,24.58,22.91,13.24,0.886,62.38
398.26,402.47,402.38,24.55,21.72,23.74,12.25,0.892,64.95
401.79,401,397.34,23.43,24.93,22.75,14.41,0.873,63.38
399.45,400.34,400.01,23.2,25.43,22.68,12.61,0.897,62.6
398.93,390.83,398.66,23.81,22.91,25.44,13.56,0.907,64.45
395.78,391.35,399.29,25.46,21.33,22.9,14.21,0.897,59.54
398.62,397.69,396.81,21.6,21.49,22.33,14.64,0.896,63.07
399.73,402.92,400.35,23.92,21.98,24.77,14.37,0.929,62.46
404.27,401.48,402.44,22,21.62,23.42,14.11,0.901,63.25
400.68,400.48,394.16,23.72,23.71,24.67,13.58,0.913,63.43
403.53,401.32,395.6,24.63,24.84,23.88,14.73,0.897,62.36
399.96,398.4,405.13,23.11,22.14,24.64,12.56,0.937,63.81
399.63,398.81,399.11,23.57,22.04,23.35,12.27,0.894,61.78
402.51,402.37,399.38,23.68,23.02,23.82,14.34,0.936,62.93
403.37,398.92,402.23,23.02,23.25,24.18,14.59,0.909,62.18
395.71,396.42,401.25,25.16,23.43,22.32,12.94,0.882,63.85
399.69,401.69,396.71,23.54,22.02,22.36,14.33,0.885,64.98
396.57,397.42,403.46,21.96,23.93,24.84,12.54,0.921,61.99
401.26,400.69,402.48,21.5,22.03,21.83,14.72,0.896,62.44
398.26,399.33,401.17,24.03,23.05,23.04,14.91,0.912,64.39
395.93,401.51,405.89,22.75,23.52,21.34,12.88,0.881,62.8
400.82,400.56,401.32,22.49,23.53,22.46,14.1,0.887,62.36
400.96,403,398.93,21.57,22.28,23.44,15.4,0.906,62.34
399.51,401.25,401.54,21.16,23.41,24.47,13.99,0.905,64.42
399.82,402.73,399.31,23.45,22.78,23.01,14.27,0.903,63.79
401.55,402.29,399.65,22.67,24.13,21.68,13.5,0.875,62.08
396.17,401.45,400.94,24.92,24.23,23.36,14.94,0.893,61.99
400.13,397.9,402.62,22.57,23.49,25.08,13.44,0.885,65.67
397.51,398.6,404.48,22.8,24.83,21.86,14.2,0.926,63.25
399.6,399.27,403.6,24.66,23.63,23.33,14.16,0.914,63.49
404.87,401.04,398.06,20.86,24.23,23.64,13.05,0.916,61.25
399.81,403.35,403.93,25.51,23.11,22.77,13.7,0.909,63.26
395.71,398.46,398.75,22.41,22.52,24.95,13.77,0.919,63.23
403.71,397.42,399.21,22.61,20.98,21.7,13.89,0.887,62.89
397.15,400.73,401.22,24.66,25,21.59,14.56,0.896,64.81
400.49,395.96,407.81,23.86,22.08,22.34,13.09,0.882,61.45
400.72,401.3,399.68,24.77,21.78,21.01,12.87,0.903,65.22
401.71,400.21,400.77,25.54,23.99,21.68,14.44,0.876,63.48
401.95,402.53,396.95,23.86,21.3,23.58,14.27,0.892,62.44
403.06,406.02,399.32,24.07,25.14,23.19,14.11,0.907,63.37
402.3,401.98,403.23,22.84,23.19,23.98,13.04,0.917,62.86
396.75,402.13,395.46,22.2,20.2,23.3,14.91,0.903,62.08
402.74,400.41,398.31,23.48,23.67,23.73,14.32,0.885,62.65
400.92,409.11,397,23.86,23.29,23.41,15.13,0.9,62.44
396.06,403.03,393.45,23.03,24.48,22.52,14.89,0.938,62.7
398.87,397.9,399.03,22.19,22.91,23.38,15.31,0.937,62.19
404.83,400.21,397.36,22.41,22.22,22.45,13.41,0.911,63.86
397.45,397.63,403.12,22.4,20.84,21.99,13.84,0.895,62.99
398.18,393.48,398.94,23.25,23.35,24.49,14.96,0.914,63.8
399.58,402.31,400.5,25.08,22.37,22.29,14.22,0.918,63.24
400.38,402.17,395.34,22.47,23.69,23.98,12.4,0.899,61.81
404.13,402.04,394.15,22.95,23.39,23.21,12,0.885,64.03
400.5,404.41,400.87,21.59,21.17,24.55,14.19,0.901,63.39
399.08,399.05,399.76,22.59,23.36,22.03,13.84,0.899,64.71
400.58,397.45,403.3,23.36,21.31,21.92,12.85,0.918,63.12
402.46,400.87,403.27,24.37,22.63,22.39,15.27,0.885,63.62
401.02,399.88,401.18,23.14,22.42,21.84,13.37,0.905,62.24
395.68,398.08,400.93,22.39,21.72,23.8,14.86,0.884,63.67
399.45,397.09,398.93,22.23,22.03,22.43,13.61,0.884,60.67
403.66,399.29,398.41,24.76,22.65,20.64,13.92,0.915,64.53
402.19,401.09,402.37,26.27,23.26,22.47,13.8,0.886,63.7
402.43,403.28,403.06,21.58,22.24,24.4,12.74,0.889,62.55
402.03,399.62,395.7,22.28,22.01,21.71,13.86,0.908,62.98
402.12,397.02,405,22.44,23.48,22.75,13.64,0.911,61.81
401.67,398.23,402.35,22.96,23.32,23.17,14.08,0.918,63.39
400.26,403.66,404.54,22.06,23.15,19.52,13.91,0.869,61.65
399.74,397.38,397.22,22.83,24.06,22.26,14.09,0.927,62.44
396.89,396.56,393.21,24.91,24.71,22.17,14.11,0.901,63.67
400.54,399.6,395.53,24.07,24.01,22.22,13.94,0.893,63.97
401.55,400.87,400.28,21.88,20.06,23.62,14.06,0.902,61.99
404.3,399.75,397.82,23.36,22.49,22.35,14.3,0.916,65.04
403.51,397.84,403.18,22.86,22.31,24.88,12.1,0.903,62.58
400.59,396.4,399.2,25.03,21.04,21.97,13.54,0.871,62.78
396,400.12,395.62,24.33,22.94,23.71,14.14,0.925,61.89
395.4,397.42,397.98,21.85,24.17,22.59,12.18,0.901,61.76
397.12,395.44,397.15,24.29,23.3,21.28,14,0.929,64.2
397.16,399.4,396.49,22.53,22.93,22.94,12.9,0.874,62.37
397.46,394.75,399.63,23.67,20.78,22.37,14,0.902,63.46
403.6,406.06,399.35,22.22,22.66,21.6,14.42,0.909,62.8
398.02,402.26,399.69,23.27,22.38,23.17,13.97,0.88,63.73
397.18,402.06,396.32,23.84,20.38,23.46,14.07,0.907,63.61
402.54,404.32,403.84,24.05,23.32,19.5,12.92,0.885,63.86
400.75,402.6,402.4,21.06,23.18,23,14.07,0.906,63.25
398.33,399.93,397.67,22.8,21.86,21.64,14.93,0.914,62.07
397.15,405.45,401.55,23.75,21.55,23.39,13.86,0.883,62.74
398.89,404.65,399.35,23.18,21.95,23.07,14.79,0.893,62.43
400.94,399.38,403.92,23.57,22.3,21.43,14.78,0.878,64.12
403.08,403.39,399.37,24.85,20.74,23.76,13.25,0.935,62.09
405.1,403.55,402.04,23.61,22.01,23.39,13.23,0.903,62.62
397.45,406.42,395.81,24.49,24.62,21.85,14.36,0.921,62.91
405.78,405.66,394.94,23.09,21.83,25.05,14.34,0.907,63.48
398.09,400.14,399.28,22.27,22.09,22.03,14.6,0.891,63.28
